HMDB0028906	secondary_accession	HMDB28906
HMDB0000896	secondary_accession	HMDB0004011
HMDB0000767	secondary_accession	HMDB00767
HMDB0008425	secondary_accession	HMDB08425
HMDB0000158	synonym	(S)-Tyrosine
HMDB0033951	synonym	Hmet
HMDB0000044	synonym	ASCOR
HMDB0001406	synonym	Nicotine amide
HMDB0000230	synonym	N-Acetyl-beta-neuraminate
HMDB0000216	synonym	Arterenol
HMDB0000148	synonym	(+)-Estrone
HMDB0000230	synonym	N-Acetyl-D-neuraminate
HMDB0008292	synonym	Phosphatidylcholine(20:0)
HMDB0011737	synonym	g-L-Glu-L-glu
HMDB0008391	synonym	Phosphatidylcholine(20:3)
HMDB0000696	synonym	2-Amino-4-methylthiobutanoic acid
HMDB0002000	synonym	(9Z)-9-Tetradecenoic acid
HMDB0000126	synonym	Glycerol monophosphate
HMDB0000387	synonym	(S)-Β-OH dodecanoate
HMDB0000230	synonym	5-N-Acetyl-beta-delta-neuraminic acid
HMDB0000562	synonym	1-Methylglycocyamidine
HMDB0000052	synonym	Argininosuccinate
HMDB0001232	synonym	4-Nitrophenol, ion(1-)
HMDB0001473	synonym	3-Hydroxy-2-oxopropyl phosphoric acid
HMDB0000159	synonym	beta-Phenyl-alpha-alanine
HMDB0000172	synonym	(S)-Isoleucine
HMDB0001999	synonym	Omega 3 eicosapentaenoic acid
HMDB0000638	synonym	DAO
HMDB0003229	synonym	C16:1 trans-9
HMDB0000148	synonym	Glycoreductodehydrocholic acid
HMDB0007996	synonym	Phosphatidylcholine(16:1)
HMDB0011227	synonym	Phosphatidylcholine(16:1/22:5)
HMDB0000230	synonym	N-Acetylsialate
HMDB0002107	synonym	M 2
HMDB0000549	synonym	4-Deoxytetronate
HMDB0000206	synonym	N(Z)-Acetyl-L-lysine
HMDB0008359	synonym	PC(20:3)
HMDB0029736	synonym	Imidazol-1-ylacetate
HMDB0000767	synonym	5-b-D-Ribofuranosyl-uracil
HMDB0000176	synonym	Toxilate
HMDB0002035	synonym	(e)-p-Coumaric acid
HMDB0000619	synonym	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate
HMDB0013222	synonym	3-Guanidinopropionic acid
HMDB0011149	synonym	1-O-Octadecyl-sn-glycero-3-phosphocholine
HMDB0000191	synonym	alpha-Aminosuccinate
HMDB0000044	synonym	e300
HMDB0000177	synonym	(S)-a-Amino-1H-imidazole-4-propanoate
HMDB0008488	synonym	Glycerophosphocholine
HMDB0006029	synonym	N-Acetyl-L-glutamine
HMDB0013222	synonym	beta-Guanidinopropionic acid.
HMDB0001511	synonym	Creatinephosphoric acid
HMDB0011737	synonym	N-γ-Glutamylglutamic acid
HMDB0033826	synonym	4-Methyl-2,6-ditertbutyl phenol
HMDB0002035	synonym	beta-[4-Hydroxyphenyl]acrylate
HMDB0032538	synonym	2,2,2-Nitrilotri-ethanol
HMDB0000176	synonym	Maleic acid, calcium salt
HMDB0002107	synonym	1,2-Benzenedicarboxylic acid
HMDB0004669	synonym	9-Keto-10E,12Z-octadecadienoic acid
HMDB0000532	synonym	Acetamidoacetate
HMDB0000672	synonym	1,14-Tetradecanedicarboxylic acid
HMDB0000036	synonym	Taurine cholate
HMDB0000904	synonym	ND-Carbamylornithine
HMDB0004668	synonym	(9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
HMDB0000564	synonym	sn-3-Dipalmitoyllecithin
HMDB0001120	synonym	Diphosphoric acid mono(3-methyl-2-butenyl) ester
HMDB0003339	synonym	(2R)-2-Aminopentanedioate
HMDB0000230	synonym	5-N-Acetyl-D-neuraminate
HMDB0000156	synonym	L-(-)-Malic acid
HMDB0002000	synonym	(Z)-Tetradec-9-enoic acid
HMDB0028888	synonym	His-ile
HMDB0006294	synonym	16-Hydroxy hexadecanoate
HMDB0002545	synonym	Polygalacturonic acid, calcium salt
HMDB0003339	synonym	Glutamate
HMDB0010384	synonym	Stearoyl alpha-lysolecithin
HMDB0000062	synonym	delta-Carnitine
HMDB0000763	synonym	5HIAA
HMDB0000883	synonym	(S)-2-Amino-3-methyl-butanoate
HMDB0001882	synonym	Dihyxal
HMDB0004461	synonym	Benzoic acid
HMDB0002815	synonym	1-Oleoyl-2-hydroxy-sn-glycerol-3-phosphocholine
HMDB0002545	synonym	Polygalacturonic acid, aluminum salt
HMDB0002759	synonym	Androsterone 3alpha-sulfate
HMDB0000258	synonym	b-D-Fruf-(21)-a-D-GLCP
HMDB0001895	synonym	2-HYDROXYBENZOIC ACID
HMDB0000209	synonym	PA
HMDB0000933	synonym	Dodecanedioic acid-2-ene
HMDB0005998	synonym	20-HETE
HMDB0003229	synonym	(Z)-9-Hexadecenoate
HMDB0006355	synonym	Glucuron
HMDB0000755	synonym	b-(p-Hydroxyphenyl)-DL-lactic acid
HMDB0000207	synonym	Lacide oleique
HMDB0000068	synonym	Glauposine
HMDB0000660	synonym	Fructon
HMDB0000126	synonym	alpha-Glycerophosphoric acid, fe(+3) salt (3:2)
HMDB0000070	synonym	Pipecolinate
HMDB0035022	synonym	Mandelonitrile-beta-glucoside
HMDB0062251	synonym	Doms adrian brand OF alanine
HMDB0000156	synonym	(S)-Malic acid
HMDB0000244	synonym	7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4(3H,10H)-dione
HMDB0002362	synonym	2,4-diamino-N-Butyric acid
HMDB0008753	synonym	Phosphatidylcholine(22:7)
HMDB0000267	synonym	(5S)-2-Oxopyrrolidine-5-carboxylic acid
HMDB0006547	synonym	Moroctic acid
HMDB0011131	synonym	1-Monooctadecanoyl-rac-glycerol
HMDB0002925	synonym	FA(20:3(8Z,11Z,14Z))
HMDB0029723	synonym	1,2-Benzisothiazolin-3-one 1,1-dioxide
HMDB0000638	synonym	FA(12:0)
HMDB0000017	synonym	4-Pyridoxinic acid
HMDB0011632	synonym	Iditol
HMDB0060382	synonym	5-Pregnen-3β-ol-20-one sulfuric acid
HMDB0000639	synonym	Mucate
HMDB0000159	synonym	beta-Phenyl-L-alanine
HMDB0039530	synonym	AMR-101
HMDB0000072	synonym	Carboxyglutaconic acid
HMDB0000207	synonym	Vopcolene 27
HMDB0000248	synonym	Thevier
HMDB0001473	synonym	3-Hydroxy-2-oxopropyl phosphate
HMDB0003332	synonym	[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulphonate
HMDB0003423	synonym	D Glutamine
HMDB0010313	synonym	Salicyl phenolic glucuronide
HMDB0029011	synonym	Proline-arginine dipeptide
HMDB0000062	synonym	(R)-(3-Carboxy-2-hydroxypropyl)trimethylammonium hydroxide
HMDB0000001	synonym	L-1-Methylhistidine
HMDB0000044	synonym	Cebid
HMDB0000195	synonym	Ribonosine
HMDB0000716	synonym	2-Piperidinylcarboxylic acid
HMDB0000294	synonym	Basodexan
HMDB0011632	synonym	Hexahydric alcohol
HMDB0000176	synonym	(2Z)-Butene-2-dioate
HMDB0000734	synonym	(e)-Indole-3-acrylic acid
HMDB0000755	synonym	(RS)-3-(4-Hydroxyphenyl)lactate
HMDB0008555	synonym	Glycerophosphocholine
HMDB0000875	synonym	Caffearine
HMDB0003332	synonym	3-Methoxy-4--hydroxyphenylethyleneglycol sulfate
HMDB0000195	synonym	9beta-delta-Ribofuranosylhypoxanthine
HMDB0002925	synonym	Homo-g-linolenic acid
HMDB0000742	synonym	(S)-Homocysteine
HMDB0002719	synonym	24-Dehydrocholesterol
HMDB0008030	synonym	Phosphatidylcholine(16:2)
HMDB0000220	synonym	Pentadecanecarboxylic acid
HMDB0000267	synonym	L-Glutamic acid g-lactam
HMDB0002005	synonym	Methionine sulfoxide, (R-(r*,s*))-isomer
HMDB0000148	synonym	Estrone, (9 beta)-isomer
HMDB0000070	synonym	DL-Pipecolic acid
HMDB0000150	synonym	Gluconate lactone
HMDB0029723	synonym	Saccharin insoluble
HMDB0000076	synonym	Dihydro-2,4(1H,3H)-pyrimidinedione
HMDB0000222	synonym	Hexadecenoyl carnitine
HMDB0002641	synonym	(e)-3-(2-Hydroxy-phenyl)-acrylic acid
HMDB0001492	synonym	gamma-Tocopherol
HMDB0000763	synonym	5-Hydroxyindole-3-acetate
HMDB0000300	synonym	Pyrod
HMDB0000944	synonym	Behenic acid
HMDB0002024	synonym	1H-Imidazole-4-acetate
HMDB0000044	synonym	Vitamisin
HMDB0008718	synonym	Gpcho(22:5)
HMDB0000626	synonym	7a-Deoxycholate
HMDB0000673	synonym	9Z,12Z-Linoleic acid
HMDB0008327	synonym	PC(20:2)
HMDB0006497	synonym	Heptadecanoic acid
HMDB0008490	synonym	Glycerophosphocholine
HMDB0000162	synonym	L-Pyrrolidine-2-carboxylic acid
HMDB0000308	synonym	3 beta-Hydroxy-5-cholenoic acid
HMDB0000076	synonym	DIHYDROPYRIMIDINE-2,4(1H,3H)-dione
HMDB0004669	synonym	(10E,12Z)9-oxo-ODE
HMDB0011222	synonym	Glycerophosphocholine
HMDB0000944	synonym	1-Docosanoate
HMDB0000070	synonym	.alpha.-pipecolinic acid
HMDB0002068	synonym	(Z)-13-Docosenoate
HMDB0000176	synonym	2-Butenedioate
HMDB0000209	synonym	Phenylacetic acid, sodium salt
HMDB0011131	synonym	(2S)-2,3-Dihydroxypropyl octadecanoic acid
HMDB0003339	synonym	Glutamate D-form
HMDB0003339	synonym	delta-2-Aminopentanedioate
HMDB0000068	synonym	L-Methylaminoethanolcatechol
HMDB0000227	synonym	3,5-Dihydroxy-3-methylvaleric acid
HMDB0003701	synonym	5,6-Dimethylbenzimidazole
HMDB0000159	synonym	(S)-a-Amino-b-phenylpropionic acid
HMDB0000716	synonym	(-)-Pipecolinic acid
HMDB0000052	synonym	N-[[(4-Amino-4-carboxybutyl)amino]iminomethyl]-L-aspartate
HMDB0000671	synonym	(S)-2-Hydroxy-3-(1H-indol-3-yl)propanoic acid
HMDB0039530	synonym	(5Z,8Z,11Z,14Z,17Z)-Eicosapetaenoate ethyl ester
HMDB0002068	synonym	cis-Eruate
HMDB0001895	synonym	Dr. scholls callus removers
HMDB0008490	synonym	Phosphatidylcholine(20:4/p-18:1)
HMDB0001120	synonym	Dimethylallyl-PP
HMDB0000439	synonym	N-(2-Furoyl)glycine
HMDB0004704	synonym	9,10-DHOME
HMDB0000161	synonym	(S)-2-Amino-propanoic acid
HMDB0006524	synonym	3-(Cyanomethyl)indole
HMDB0000230	synonym	5-N-Acetyl-D-neuraminic acid
HMDB0011564	synonym	Palmitate alpha-monoglyceride
HMDB0000197	synonym	L-Cystin
HMDB0000306	synonym	p-Hydroxy-beta-phenethylamine
HMDB0000043	synonym	Trimethylaminoacetate
HMDB0029012	synonym	p-N Dipeptide
HMDB0000564	synonym	(R)-4-Hydroxy-N,N,N-trimethyl-10-oxo-7-[(1-oxohexadecyl)oxy]-3,5,9-trioxa-4-phosphapentacosan-1-aminium 4-oxide hydroxide inner salt
HMDB0000248	synonym	Levothyroxin deladande
HMDB0038249	synonym	exo-2-Camphanyl propionate
HMDB0004949	synonym	C16-Palmitoylceramide
HMDB0000951	synonym	Chenodeoxycholate, taurine
HMDB0001847	synonym	7-Methyl theophylline
HMDB0029723	synonym	Anhydro-O-sulfaminebenzoate
HMDB0000207	synonym	cis-Octadec-9-enoic acid
HMDB0000653	synonym	Cholest-5-en-3b-ol sulphuric acid
HMDB0000044	synonym	ASCORBIC ACID
HMDB0013248	synonym	MONOOCTYL phthalATE
HMDB0012308	synonym	p-Vanillin
HMDB0000192	synonym	(R,R)-3,3-Dithiobis(2-aminopropanoate)
HMDB0032037	synonym	1,3-Dihydroxybenzol
HMDB0000197	synonym	(R-(R*,r*))-3,3-dithiobis(2-aminopropanoic acid)
HMDB0008227	synonym	PC(18:3/P-18:1)
HMDB0000716	synonym	2-Carboxypiperidine
HMDB0000738	synonym	Ketole
HMDB0001101	synonym	Para-anisic acid
HMDB0032538	synonym	2,2,2-Trihydroxy-triethylamine
HMDB0000197	synonym	Lactate
HMDB0002368	synonym	15-Tetracosenoate
HMDB0015109	synonym	Edetate calcium disodium
HMDB0000696	synonym	(S)-2-Amino-4-(methylthio)butanoate
HMDB0001858	synonym	P-Oxytoluene
HMDB0000308	synonym	3beta-Hydroxy-chol-5-en-24-Oate
HMDB0001889	synonym	Aerolate
HMDB0000148	synonym	b-Hydroxyethylamine
HMDB0003550	synonym	Dedrogyl
HMDB0011228	synonym	PC(p-16:0/22:5W3)
HMDB0000766	synonym	N-Acetyl-(S)-alanine
HMDB0001847	synonym	Methyltheobromide
HMDB0000161	synonym	L-alpha-Alanine
HMDB0033826	synonym	Dibutyl paracresol
HMDB0000060	synonym	Oxobutyrate
HMDB0000251	synonym	2-Aminoethyl sulfonic acid
HMDB0000518	synonym	3a,7a-Dihydroxy-5b-cholanate
HMDB0001173	synonym	5-MTDA
HMDB0029007	synonym	F-Y
HMDB0000197	synonym	IES
HMDB0006115	synonym	Benzoic acid aldehyde
HMDB0000168	synonym	(2S)-2-Amino-3-carbamoylpropanoate
HMDB0000407	synonym	3-Methyl-2-hydroxybutyric acid
HMDB0000306	synonym	4-Hydroxyphenethylamine
HMDB0002100	synonym	Palmitylethanolamide
HMDB0030677	synonym	p-Cumaric acid
HMDB0008621	synonym	PC(22:2/P-18:1)
HMDB0000228	synonym	Phenol, sodium salt
HMDB0006210	synonym	Carnitine heptadecanoic acid
HMDB0030831	synonym	3,4,5-Trihydroxy-6-methyldibenzo-a-pyrone
HMDB0011564	synonym	rac-1(3)-Palmitoyl glycerol
HMDB0002262	synonym	Cholest-5-en-3beta-yl dodecanoate
HMDB0008524	synonym	PC(20:5/P-18:1)
HMDB0011227	synonym	Phosphatidylcholine(p-16:0/22:5n6)
HMDB0034934	synonym	(R)-Mandelonitrile β-D-glucoside
HMDB0000698	synonym	3α-Hydroxy-5β-cholanoylglycine 3-sulfate
HMDB0011564	synonym	alpha -Monopalmitin
HMDB0002802	synonym	4-Pregnene-17a,21-diol-3,11,20-trione
HMDB0011290	synonym	PC(18:2/22:1)
HMDB0011290	synonym	Phosphatidylcholine(40:3)
HMDB0013674	synonym	Pyro
HMDB0000148	synonym	Potassium glutamate
HMDB0000220	synonym	Hexadecoic acid
HMDB0008027	synonym	Phosphatidylcholine(16:1)
HMDB0000070	synonym	Acide pipecolique
HMDB0002035	synonym	4-Coumarate
HMDB0000930	synonym	Phenylacrylic acid
HMDB0000043	synonym	Scorbo bétaïne
HMDB0000682	synonym	indol-3-yl Hydrogen sulfuric acid
HMDB0000050	synonym	9beta-D-Ribofuranosyladenine
HMDB0006497	synonym	S-Heptadecanoate-coenzyme A
HMDB0000251	synonym	b-Aminoethylsulphonate
HMDB0008093	synonym	PC(18:1)
HMDB0000308	synonym	3b-Hydroxy-5-cholenoate
HMDB0000684	synonym	(AlphaS)-alpha,2-diamino-3-hydroxy-gamma-oxo-benzenebutanoate
HMDB0000073	synonym	Dopaminum
HMDB0000827	synonym	Calcium stearate
HMDB0002108	synonym	L-Aspartic acid dimethyl ester
HMDB0011225	synonym	GPC(p-16:0/22:2n6)
HMDB0036458	synonym	1-Amino-1-carboxycyclopropane
HMDB0000387	synonym	(S)-3-Hydroxydodecanoic acid
HMDB0000086	synonym	L-Choline hydroxide 2,3-dihydroxypropyl hydrogen phosphoric acid inner salt
HMDB0001870	synonym	Benzoesaeure
HMDB0002000	synonym	cis-9-Tetradecenoic acid
HMDB0000716	synonym	alpha-Pipecolinic acid
HMDB0001847	synonym	Seid brand OF caffeine
HMDB0001889	synonym	Teofyllamin
HMDB0000094	synonym	Citronensaeure
HMDB0003045	synonym	2-Thiol-L-histidine-betaine
HMDB0000176	synonym	cis-1,2-Ethylenedicarboxylic acid
HMDB0000222	synonym	3-Carboxy-N,N,N-trimethyl-2-[(1-oxohexadecyl)oxy]-1-propanaminium
HMDB0011227	synonym	Phosphatidylcholine(O-16:1(1Z)/22:5W6)
HMDB0008588	synonym	Glycerophosphocholine
HMDB0042004	synonym	Methylquinoline
HMDB0000638	synonym	Nissan naa 122
HMDB0000050	synonym	Adenosin
HMDB0001889	synonym	Lodrane
HMDB0008294	synonym	Phosphatidylcholine(20:0/p-18:1)
HMDB0004461	synonym	Benzoic acid amide
HMDB0000716	synonym	(S)-(-)-Pipecolic acid
HMDB0002802	synonym	Pandel
HMDB0003339	synonym	Glutamic acid
HMDB0000158	synonym	(S)-alpha-Amino-4-hydroxy-benzenepropanoic acid
HMDB0035022	synonym	alpha-(beta-D-Glucopyranosyloxy)benzeneacetonitrile
HMDB0000169	synonym	D(+)-Mannose
HMDB0000126	synonym	DL-alpha-Glyceryl phosphate
HMDB0000220	synonym	Palmitinsaeure
HMDB0028718	synonym	N-L-Arginyl-L-serine
HMDB0041833	synonym	2,4,6-Trihydroxypyrimidine
HMDB0029723	synonym	Benzoylsulphonic imide
HMDB0006115	synonym	Oil OF bitter almond
HMDB0001895	synonym	Ionil
HMDB0002815	synonym	Choline phosphate (ester) 3-ester with 1-monoolein
HMDB0011564	synonym	Palmitic acid a-monoglyceride
HMDB0000308	synonym	D5-Cholenic acid
HMDB0002641	synonym	(e)-3-(2-Hydroxy-phenyl)-acrylate
HMDB0000626	synonym	Deoxycholic acid, monoammonium salt
HMDB0008096	synonym	Glycerophosphocholine
HMDB0002035	synonym	P-Hydroxycinnamate
HMDB0001847	synonym	Mateina
HMDB0000731	synonym	Cysteine-S-sulfonic acid
HMDB0005998	synonym	(all-Z)-20-Hydroxy-5,8,11,14-eicosatetraenoate
HMDB0000518	synonym	Chenate
HMDB0029007	synonym	N-L-Phenylalanyl-L-tyrosine
HMDB0000258	synonym	Sucrose, purified
HMDB0000673	synonym	9-trans,12-trans-Octadecadienoic acid
HMDB0000748	synonym	(-)-b-Phenyllactate
HMDB0008063	synonym	Phosphatidylcholine(18:0/p-18:1)
HMDB0000187	synonym	(S)-2-Amino-3-hydroxypropanoate
HMDB0000148	synonym	(R)-2,3-Dihydroxypropanoic acid
HMDB0001232	synonym	Niphen
HMDB0011149	synonym	LysoPC(18:0E/0:0)
HMDB0011564	synonym	Glyceryl monopalmitate
HMDB0038982	synonym	Nonylphenol (mixed)
HMDB0028919	synonym	Ile-tyr
HMDB0012308	synonym	5-Bromovanillin
HMDB0000329	synonym	a-Ethyl-a-toluate
HMDB0000930	synonym	trans-Cinnamic acid
HMDB0038249	synonym	exo-2-Bornyl propionate
HMDB0002068	synonym	22:1Omega9
HMDB0011223	synonym	GPC(16:1/22:0)
HMDB0002107	synonym	Phthalic acid, monopotassium salt
HMDB0001406	synonym	Niocinamide
HMDB0002815	synonym	1-Oleoylglycerophosphocholine
HMDB0011227	synonym	PC(38:6)
HMDB0000248	synonym	Deladande, levothyroxin
HMDB0000684	synonym	DL-Kynureninefree base
HMDB0000479	synonym	Tau-methyl-L-histidine
HMDB0062251	synonym	L Alanine
HMDB0000300	synonym	2,4(1H,3H)-Pyrimidinedione
HMDB0002925	synonym	Homo-gamma-linolenic acid
HMDB0013674	synonym	Benzene-1,2,3-triol
HMDB0032037	synonym	Resorcinol, 8ci
HMDB0000044	synonym	L-Lyxoascorbate
HMDB0001999	synonym	cis-delta(5,8,11,14,17)-Eicosapentaenoate
HMDB0000208	synonym	alpha Oxoglutarate
HMDB0011737	synonym	N-L-γ-Glutamyl-L-glutamate
HMDB0000197	synonym	L-Lactate
HMDB0000197	synonym	Iso-prinosine
HMDB0000827	synonym	Octadecoate
HMDB0000883	synonym	2-Amino-3-methylbutanoate
HMDB0000949	synonym	tetrahydro-Cortisol
HMDB0035022	synonym	Prunasine
HMDB0000169	synonym	a-D-Man
HMDB0005923	synonym	N-4-Acetylcytidine
HMDB0008030	synonym	PC(16:2)
HMDB0000097	synonym	Trimethylethanolamine
HMDB0007928	synonym	Gpcho(14:1/p-16:0)
HMDB0002035	synonym	Naringeninic acid
HMDB0031340	synonym	Cyclamate calcium (2:1) salt
HMDB0008225	synonym	1-(9Z,12Z,15Z-Octadecatrienoyl)-2-(1Z-hexadecenyl)-sn-glycero-3-phosphocholine
HMDB0000206	synonym	N(zeta)-Acetyl-L-lysine
HMDB0003357	synonym	Acetyl-ornithine
HMDB0000653	synonym	Cholesteryl sulphuric acid
HMDB0001889	synonym	CT Arzneimittel brand OF theophylline sodium glycinate
HMDB0000070	synonym	hexahydro-2-Picolinate
HMDB0000068	synonym	Surrenine
HMDB0000387	synonym	(±)-3-hydroxydodecanoate
HMDB0000951	synonym	Chenyltaurine
HMDB0028692	synonym	N2-L-Alanyl-L-lysine
HMDB0028919	synonym	IY dipeptide
HMDB0011149	synonym	GPC(18:0)
HMDB0000532	synonym	N-Acetylglycine
HMDB0000904	synonym	a-Amino-D-ureidovaleric acid
HMDB0008819	synonym	Gpcho(24:2)
HMDB0000092	synonym	(Dimethylamino)acetic acid
HMDB0000225	synonym	2-Oxoadipate
HMDB0011290	synonym	Glycerophosphocholine(p-18:1(11Z)/22:1(13Z))
HMDB0000626	synonym	Acid, 5alpha-isomer deoxycholic
HMDB0006524	synonym	(Indole-3-yl)acetonitrile
HMDB0002107	synonym	O-Phthalate
HMDB0010382	synonym	1-Palmitoyl-sn-glycero-3-phosphorylcholine
HMDB0000687	synonym	L-(+)-Leucine
HMDB0002719	synonym	24 Dehydrocholesterol
HMDB0000638	synonym	Hystrene 9512
HMDB0000840	synonym	2-[(2-Hydroxybenzoyl)amino]acetic acid
HMDB0003339	synonym	L-Glutamate
HMDB0000148	synonym	Glycylcholate
HMDB0000230	synonym	5-N-Acetylneuraminate
HMDB0011226	synonym	GPCho(p-16:0/22:4n6)
HMDB0000206	synonym	(2S)-6-Acetamido-2-aminohexanoic acid
HMDB0000639	synonym	Acido mucico
HMDB0013222	synonym	Β-gpa
HMDB0000079	synonym	(5S)-5-Methyl-1,3-diazinane-2,4-dione
HMDB0000072	synonym	cis-Aconitate
HMDB0008228	synonym	Glycerophosphocholine(18:3(9Z,12Z,15Z)/p-18:1(9Z))
HMDB0000687	synonym	(2S)-2-Amino-4-methylpentanoic acid
HMDB0000289	synonym	1H-Purine-2,6,8-triol
HMDB0032609	synonym	N-Methyl-2-aminobenzoic acid
HMDB0000532	synonym	Ac gly
HMDB0000696	synonym	L-Methioninum
HMDB0000191	synonym	Asparagic acid
HMDB0000696	synonym	Pedameth
HMDB0008718	synonym	PC(22:5)
HMDB0000827	synonym	Zinc stearate
HMDB0008060	synonym	Glycerophosphocholine
HMDB0002545	synonym	Calcium pectate
HMDB0000248	synonym	3,5,35-Tetraiodo-L-thyronine
HMDB0000062	synonym	1-Carnitine
HMDB0011564	synonym	(2S)-1-O-Hexadecanoylglycerol
HMDB0000156	synonym	S-(-)-Malic acid
HMDB0000148	synonym	2-Aminoglutaric acid
HMDB0000054	synonym	2,7,13,17-Tetramethyl-1,19-dioxo-3,18-divinyl-1,10,19,22,23,24-hexahydro-21H-biline-8,12-dipropanoic acid
HMDB0008653	synonym	PC(22:4)
HMDB0000089	synonym	4-AMINO-1-b-D-ribofuranosyl-2(1H)-pyrimidinone
HMDB0000207	synonym	(Z)-9-Octadecanoate
HMDB0002362	synonym	alpha,gamma-Diaminobutyric acid
HMDB0011224	synonym	Glycerophosphocholine(P-16:0/22:1(13Z))
HMDB0000177	synonym	Amino-4-imidazoleproprionic acid
HMDB0002917	synonym	(2R,3R,4S)-Pentane-1,2,3,4,5-pentaol
HMDB0000883	synonym	L-Α-amino-β-methylbutyric acid
HMDB0015109	synonym	2,2,2,2-(ethane-1,2-diyldinitrilo)tetraacetic acid
HMDB0003339	synonym	D-Glutamate
HMDB0000228	synonym	Phenolated water for disinfection
HMDB0000827	synonym	Octadecoic acid
HMDB0000899	synonym	5alpha-Androstan-3,17-dione
HMDB0000207	synonym	cis-Delta(9)-Octadecenoic acid
HMDB0000248	synonym	Roche brand OF levothyroxine sodium
HMDB0002107	synonym	Phthalic acid, potassium salt
HMDB0000619	synonym	Cholalin
HMDB0001107	synonym	N(7)-Methylguanosine
HMDB0000773	synonym	N-Acetyl-alpha-neuraminic acid
HMDB0001169	synonym	4-Aminophenol
HMDB0002068	synonym	cis-Erucic acid
HMDB0035796	synonym	7-O-Methyl-gamma-mangostin
HMDB0001847	synonym	Coffeinum N
HMDB0000197	synonym	beta-Indolylacetate
HMDB0000161	synonym	L-a-Aminopropionate
HMDB0011222	synonym	Gpcho(20:5)
HMDB0000072	synonym	Achilleic acid
HMDB0008785	synonym	Phosphatidylcholine(24:0/p-18:0)
HMDB0008195	synonym	PC(18:3/P-18:1)
HMDB0001889	synonym	Theal tablets
HMDB0000207	synonym	Emersol 210
HMDB0000631	synonym	Deoxycholate, glycine
HMDB0000929	synonym	(S)-Α-amino-1H-indole-3-propanoic acid
HMDB0004949	synonym	D-Erythro-delta4-ceramide
HMDB0000254	synonym	Asuccin
HMDB0031340	synonym	e952
HMDB0033826	synonym	4 Methyl 2,6 ditertbutylphenol
HMDB0006355	synonym	Gluronsan
